pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,pl_radj,pl_orbper
K2-90,0.19,0.63,0.0,0.035,0,134.9,2,0.116,2.900706
K2-91,0.0,0.29,0.0,0.0164,0,62.69,1,0.098,1.419549
HD 59686 A,0.05,1.9,6.92,1.086,K2 III,96.8,1,0.0,299.36
K2-95,0.0,0.44,0.0,0.0696,M3.0,180.63,1,0.346,10.134016
HD 3167,0.0,0.94,0.0,0.0186,K0 V,47.36,3,0.152,0.959624
HD 3167,0.0,0.94,0.0,0.1841,K0 V,47.36,3,0.255,29.83832
HD 133131 A,0.33,0.95,1.42,1.44,G2 V,47.0,2,0.0,649.0
HD 133131 A,0.49,0.95,0.42,4.49,G2 V,47.0,2,0.0,3568.0
HD 133131 B,0.61,0.93,2.5,6.15,G2 V,47.0,1,0.0,5769.0
HR 2562,0.0,1.3,30.0,20.3,F5 V,34.04,1,1.11,0.0
KELT-17,0.0,1.64,1.31,0.04881,A,210.0,1,1.525,3.0801716
WASP-92,0.0,1.19,0.805,0.0348,F7,530.0,1,1.461,2.1746742
WASP-93,0.0,1.33,1.47,0.04211,F4,250.0,1,1.597,2.7325321
WASP-118,0.0,1.32,0.514,0.05453,F6,380.53,1,1.44,4.0460435
HD 111998,0.03,1.18,4.51,1.82,F5 V,33.26,1,0.0,825.9
K2-105,0.0,0.99,0.0,0.0796,K1,199.28,1,0.301,8.267704
K2-99,0.0,1.63,0.0,0.1597,G0 IV,522.29,1,1.046,18.251985
OGLE-2015-BLG-0051L,0.0,0.1,0.72,0.73,0,8200.0,1,0.0,0.0
OGLE-2012-BLG-0950L,0.0,0.56,0.11012,2.7,M V,3000.0,1,0.0,0.0
Kepler-286,0.0,0.0,0.0,0.042,0,1266.68,4,0.122,3.468095
Kepler-286,0.0,0.0,0.0,0.061,0,1266.68,4,0.119,5.914323
Kepler-286,0.0,0.0,0.0,0.176,0,1266.68,4,0.158,29.221289
Kepler-287,0.0,0.0,0.0,0.145,K7 V,856.33,2,0.208,20.342199
Kepler-287,0.0,0.0,0.0,0.246,K7 V,856.33,2,0.291,44.851896
Kepler-288,0.0,0.0,0.0,0.065,0,1236.21,3,0.149,6.097326
Kepler-288,0.0,0.0,0.0,0.14,0,1236.21,3,0.254,19.305772
Kepler-288,0.0,0.0,0.0,0.287,0,1236.21,3,0.238,56.633742
Kepler-289,0.0,1.08,0.023,0.21,0,700.0,3,0.192,34.545
Kepler-289,0.0,1.08,0.42,0.51,0,700.0,3,1.034,125.8518
Kepler-289,0.0,1.08,0.013,0.33,0,700.0,3,0.239,66.0634
Kepler-290,0.0,0.0,0.0,0.11,0,708.55,2,0.201,14.589347
Kepler-290,0.0,0.0,0.0,0.205,0,708.55,2,0.241,36.77031
Kepler-291,0.0,0.0,0.0,0.047,0,1884.37,2,0.193,3.546511
Kepler-291,0.0,0.0,0.0,0.065,0,1884.37,2,0.168,5.700786
Kepler-292,0.0,0.0,0.0,0.035,0,1087.23,5,0.118,2.580827
Kepler-292,0.0,0.0,0.0,0.045,0,1087.23,5,0.131,3.715335
Kepler-402,0.0,0.0,0.0,0.102,0,636.78,4,0.13,11.242861
Kepler-403,0.0,0.0,0.0,0.076,0,860.93,3,0.112,7.031462
Kepler-403,0.0,0.0,0.0,0.297,0,860.93,3,0.156,54.280749
Kepler-404,0.0,0.0,0.0,0.102,0,831.86,2,0.113,11.829851
Kepler-404,0.0,0.0,0.0,0.118,0,831.86,2,0.153,14.751166
Kepler-405,0.0,0.0,0.0,0.095,0,1096.92,2,0.186,10.613839
Kepler-405,0.0,0.0,0.0,0.188,0,1096.92,2,0.416,29.726682
Kepler-406,0.0,1.07,0.02,0.0,0,367.86,2,0.128,2.42629
Kepler-406,0.0,1.07,0.009,0.0,0,367.86,2,0.076,4.62332
Kepler-407,0.0,1.0,0.01007,0.0,0,341.69,2,0.095,0.66931
Kepler-407,0.0,1.0,12.6,0.0,0,341.69,2,0.0,3000.0
Kepler-408,0.0,1.08,0.01573,0.0,0,89.01,1,0.073,2.46502
Kepler-409,0.0,0.92,0.06922,0.0,0,68.31,1,0.106,68.9584
Kepler-410 A,0.17,1.21,0.0,0.1226,0,132.0,1,0.253,17.833648
Kepler-411,0.146,0.87,0.08055,0.0375,K2 V,153.59,4,0.214,3.005156
Kepler-412,0.0,1.17,0.941,0.02897,G3 V,1121.32,1,1.341,1.7208604
Kepler-413,0.1181,0.82,0.211,0.3553,0,868.34,1,0.388,66.262
Kepler-414,0.0,0.89,0.011,0.0,0,418.44,2,0.153,4.7
Kepler-1460,0.0,0.7,0.0,0.0,0,574.0,1,0.175,29.9633247
Kepler-1461,0.0,0.79,0.0,0.0,0,752.0,1,0.181,29.3494775
Kepler-1462,0.0,1.0,0.0,0.0,0,1368.0,1,0.341,65.6488341
Kepler-1463,0.0,0.96,0.0,0.0,0,1341.0,1,0.166,25.15864
Kepler-1464,0.0,1.02,0.0,0.0,0,692.0,2,0.148,31.7785901
Kepler-1464,0.0,1.02,0.0,0.0,0,692.0,2,0.089,5.32786292
Kepler-1465,0.0,0.75,0.0,0.0,0,350.0,1,0.158,31.8277111
Kepler-1466,0.0,1.01,0.0,0.0,0,686.0,1,0.138,31.1750448
Kepler-1467,0.0,0.86,0.0,0.0,0,890.0,1,0.294,47.0569043
Kepler-1468,0.0,1.04,0.0,0.0,0,1130.0,2,0.154,8.23984869
Kepler-1468,0.0,1.04,0.0,0.0,0,1130.0,2,0.103,3.54553021
Kepler-1469,0.0,0.92,0.0,0.0,0,1255.0,1,0.25,21.8635301
Kepler-1470,0.0,0.8,0.0,0.0,0,569.0,1,0.095,16.2950903
Kepler-1471,0.0,0.95,0.0,0.0,0,1059.0,1,0.126,3.63899398
Kepler-1472,0.0,1.16,0.0,0.0,0,1269.0,1,0.17,38.1312831
Kepler-1473,0.0,1.09,0.0,0.0,0,625.0,1,0.106,14.4273551
Kepler-1474,0.0,1.04,0.0,0.0,0,1214.0,1,0.193,36.4333452
Kepler-1475,0.0,1.18,0.0,0.0,0,1714.0,1,0.261,82.177374
HIP 41378,0.0,1.17,0.0,0.0,F6,106.61,5,0.0,0.0
HIP 41378,0.0,1.17,0.0,0.0,F6,106.61,5,0.0,1084.0
NGC 2682 YBP 401,0.15,1.14,0.46,0.0,F9 V,851.36,1,0.0,4.087
OGLE-2015-BLG-0954L,0.0,0.3,3.4,1.6,0,600.0,1,0.0,0.0
K2-42,0.0,0.7,0.0,0.0617,0,401.36,1,0.192,6.68796
K2-43,0.0,0.57,0.0,0.0,0,183.48,2,0.402,3.471149
K2-44,0.0,1.15,0.0,0.06,0,483.19,1,0.217,5.657
K2-45,0.0,0.5,0.0,0.0224,0,502.34,1,0.599,1.7292684
K2-46,0.0,0.96,0.0,0.13821,0,454.93,1,0.183,19.1541
K2-47,0.0,0.75,0.0,0.1779,0,353.38,1,0.169,31.6372
K2-48,0.0,0.77,0.0,0.1344,0,316.61,1,0.2,20.5065
K2-49,0.0,0.51,0.0,0.0309,0,463.06,1,0.172,2.77065
K2-50,0.0,0.61,0.0,0.0705,0,259.33,2,0.142,8.7529
K2-52,0.0,1.69,0.0,0.054,0,1041.7,1,1.606,3.535055
K2-53,0.0,0.85,0.0,0.098,0,139.1,1,0.232,12.20772
K2-54,0.0,0.42,0.0,0.0671,0,175.84,1,0.103,9.7843
K2-55,0.0,0.7,0.0,0.03486,0,160.26,1,0.341,2.849258
K2-57,0.0,0.68,0.0,0.0746,0,266.23,1,0.187,9.0063
K2-58,0.0,0.89,0.0,0.0692,0,182.69,3,0.239,7.05254
Kepler-292,0.0,0.0,0.0,0.068,0,1087.23,5,0.199,7.055679
Kepler-292,0.0,0.0,0.0,0.097,0,1087.23,5,0.238,11.97901
Kepler-292,0.0,0.0,0.0,0.141,0,1087.23,5,0.21,20.834237
Kepler-293,0.0,0.0,0.0,0.144,0,1002.51,2,0.274,19.254196
Kepler-293,0.0,0.0,0.0,0.286,0,1002.51,2,0.342,54.155743
Kepler-294,0.0,0.0,0.0,0.048,0,1411.62,2,0.158,3.701212
Kepler-294,0.0,0.0,0.0,0.071,0,1411.62,2,0.242,6.6264
Kepler-295,0.0,0.0,0.0,0.099,0,1787.33,3,0.109,12.645164
Kepler-295,0.0,0.0,0.0,0.142,0,1787.33,3,0.104,21.526258
Kepler-295,0.0,0.0,0.0,0.192,0,1787.33,3,0.121,33.884054
Kepler-296,0.33,0.5,0.0,0.079,M2 V,226.0,5,0.144,10.864384
Kepler-296,0.33,0.5,0.0,0.0521,M2 V,226.0,5,0.178,5.8416366
Kepler-296,0.33,0.5,0.0,0.118,M2 V,226.0,5,0.186,19.850291
Kepler-296,0.33,0.5,0.0,0.169,M2 V,226.0,5,0.136,34.14211
Kepler-296,0.33,0.5,0.0,0.255,M2 V,226.0,5,0.161,63.33627
Kepler-297,0.0,0.0,0.0,0.217,0,706.21,2,0.256,38.871826
Kepler-297,0.0,0.0,0.0,0.336,0,706.21,2,0.583,74.920137
Kepler-414,0.0,0.89,0.094,0.0,0,418.44,2,0.269,7.171
Kepler-415,0.0,0.67,0.377,0.0,0,538.39,2,0.108,4.176
Kepler-415,0.0,0.67,0.0,0.0,0,538.39,2,0.0,8.708
Kepler-416,0.0,1.0,0.183,0.0,0,704.76,2,0.221,6.319
Kepler-416,0.0,1.0,0.0,0.0,0,704.76,2,0.0,12.209
Kepler-417,0.0,0.9,0.035,0.0,0,999.47,2,0.206,12.331
Kepler-417,0.0,0.9,0.0,0.0,0,999.47,2,0.0,15.943
Kepler-418,0.2,0.98,1.1,0.0,0,1031.92,1,1.2,86.67856
Kepler-419,0.833,1.39,2.5,0.37,0,1041.31,2,0.96,69.7546
Kepler-419,0.184,1.39,7.3,1.68,0,1041.31,2,0.0,675.47
KOI-1257,0.772,0.99,1.45,0.382,G5 V,900.0,1,0.94,86.647661
Kepler-421,0.041,0.79,0.0,1.219,G9/K0,320.0,1,0.371,704.1984
Kepler-422,0.0,1.15,0.43,0.082,0,738.2,1,1.15,7.8914483
Kepler-423,0.019,0.85,0.595,0.03585,G4 V,725.0,1,1.192,2.6843285
Kepler-424,0.0,1.01,1.03,0.044,0,712.87,2,0.89,3.3118644
Kepler-424,0.0,1.01,6.97,0.73,0,712.87,2,0.0,223.3
Kepler-425,0.33,0.93,0.25,0.0464,K1 V,650.0,1,0.978,3.79701816
Kepler-426,0.18,0.91,0.34,0.0414,G1 V,880.0,1,1.09,3.21751883
Kepler-1476,0.0,0.98,0.0,0.0,0,1218.0,1,0.149,10.35863224
Kepler-1477,0.0,0.81,0.0,0.0,0,525.0,1,0.105,11.55530021
Kepler-1478,0.0,1.04,0.0,0.0,0,1405.0,1,0.154,26.0840594
Kepler-1479,0.0,0.99,0.0,0.0,0,619.0,1,0.163,14.53261362
Kepler-1480,0.0,0.85,0.0,0.0,0,540.0,1,0.149,22.12679948
Kepler-1481,0.0,0.8,0.0,0.0,0,493.0,1,0.11,5.94220998
Kepler-1482,0.0,0.88,0.0,0.0,0,442.0,1,0.09,12.25383217
Kepler-1483,0.0,1.25,0.0,0.0,0,1327.0,1,0.136,9.5085156
Kepler-1484,0.0,0.94,0.0,0.0,0,1095.0,1,0.188,30.4549136
Kepler-1485,0.0,1.11,0.0,0.0,0,550.0,1,0.131,19.9157725
Kepler-1486,0.0,1.08,0.0,0.0,0,1465.0,1,0.207,54.6495759
Kepler-1487,0.0,1.38,0.0,0.0,0,1094.0,1,0.19,7.31946363
Kepler-1488,0.0,1.05,0.0,0.0,0,618.0,1,0.166,39.8189932
Kepler-1489,0.0,0.93,0.0,0.0,0,870.0,1,0.158,82.294751
Kepler-1490,0.0,0.9,0.0,0.0,0,968.0,1,0.271,92.4362973
Kepler-1491,0.0,1.0,0.0,0.0,0,1312.0,1,0.135,16.5861762
Kepler-1492,0.0,0.77,0.0,0.0,0,371.0,1,0.133,16.75255007
Kepler-1493,0.0,1.06,0.0,0.0,0,572.0,1,0.126,15.0217983
K2-73,0.0,1.05,0.0,0.07619,0,271.27,1,0.219,7.49543
K2-74,0.0,0.96,0.0,0.1402,0,381.85,1,0.206,19.5666
K2-75,0.0,1.16,0.0,0.081,0,570.86,2,0.238,7.8142
K2-75,0.0,1.16,0.0,0.1429,0,570.86,2,0.247,18.311
K2-77,0.14,0.8,1.9,0.0,0,142.31,1,0.205,8.199796
K2-79,0.0,1.06,0.0,0.0987,0,257.9,1,0.329,10.99573
K2-80,0.0,0.9,0.0,0.135,0,201.96,3,0.179,19.0918
K2-80,0.0,0.9,0.0,0.0596,0,201.96,3,0.131,5.605
K2-81,0.06,0.75,0.0,0.059,0,254.14,1,0.176,6.102325
K2-83,0.0,0.48,0.0,0.03014,0,125.98,2,0.111,2.74697
K2-83,0.0,0.48,0.0,0.07131,0,125.98,2,0.132,9.99767
K2-84,0.0,0.95,0.0,0.0665,0,287.23,2,0.215,6.4215
K2-84,0.0,0.95,0.0,0.1768,0,287.23,2,0.181,27.86
K2-85,0.0,0.57,0.0,0.01263,0,97.49,1,0.09,0.684533
K2-86,0.0,0.79,0.0,0.077,0,260.61,1,0.175,8.77683
K2-87,0.0,1.16,0.0,0.094,0,503.6,1,0.678,9.726618
K2-88,0.0,0.26,0.0,0.0345,0,110.91,1,0.11,4.6122
K2-89,0.0,0.35,0.0,0.01462,0,86.25,1,0.055,1.096026
K2-90,0.0,0.63,0.0,0.096,0,134.9,2,0.232,13.733314
Kepler-298,0.0,0.0,0.0,0.08,0,525.98,3,0.175,10.475464
Kepler-298,0.0,0.0,0.0,0.136,0,525.98,3,0.172,22.92881
Kepler-298,0.0,0.0,0.0,0.305,0,525.98,3,0.223,77.473633
Kepler-299,0.0,0.0,0.0,0.04,0,1084.89,4,0.118,2.927128
Kepler-299,0.0,0.0,0.0,0.07,0,1084.89,4,0.236,6.885875
Kepler-299,0.0,0.0,0.0,0.118,0,1084.89,4,0.166,15.054786
Kepler-299,0.0,0.0,0.0,0.22,0,1084.89,4,0.167,38.285489
Kepler-300,0.0,0.0,0.0,0.094,0,1134.23,2,0.149,10.446347
Kepler-300,0.0,0.0,0.0,0.232,0,1134.23,2,0.201,40.714955
Kepler-301,0.0,0.0,0.0,0.036,0,734.31,3,0.12,2.508553
Kepler-301,0.0,0.0,0.0,0.06,0,734.31,3,0.12,5.419026
Kepler-301,0.0,0.0,0.0,0.112,0,734.31,3,0.156,13.751243
Kepler-302,0.0,0.0,0.0,0.193,0,1459.64,2,0.362,30.184104
Kepler-302,0.0,0.0,0.0,0.503,0,1459.64,2,1.111,127.282184
Kepler-303,0.0,0.0,0.0,0.024,M0 V,211.01,2,0.079,1.937055
Kepler-303,0.0,0.0,0.0,0.057,M0 V,211.01,2,0.102,7.061149
Kepler-304,0.0,0.0,0.0,0.039,0,440.12,4,0.255,3.295709
Kepler-427,0.57,0.96,0.29,0.091,G2 V,1100.0,1,1.23,10.290994
Kepler-428,0.22,0.87,1.27,0.0433,K1 V,720.0,1,1.08,3.52563254
KIC 10001893,0.0,0.0,0.0,0.0,0,1758.47,3,0.0,0.2197
KIC 10001893,0.0,0.0,0.0,0.0,0,1758.47,3,0.0,0.32528
KIC 10001893,0.0,0.0,0.0,0.0,0,1758.47,3,0.0,0.81161
Kepler-430,0.0,1.17,0.0,0.2244,0,942.26,2,0.29,35.968
Kepler-430,0.0,1.17,0.0,0.4757,0,942.26,2,0.16,110.979
Kepler-431,0.0,1.07,0.0,0.0719,0,493.44,3,0.068,6.803
Kepler-431,0.0,1.07,0.0,0.0847,0,493.44,3,0.06,8.703
Kepler-431,0.0,1.07,0.0,0.1045,0,493.44,3,0.1,11.922
Kepler-432,0.5134,1.32,5.41,0.301,0,870.0,2,1.145,52.501129
Kepler-432,0.498,1.32,2.43,0.0,0,870.0,2,0.0,406.2
Kepler-433,0.119,1.46,2.82,0.0679,0,1870.0,1,1.45,5.33408384
Kepler-434,0.131,1.2,2.86,0.1143,0,1240.0,1,1.13,12.8747099
Kepler-435,0.114,1.54,0.84,0.0948,0,2070.0,1,1.99,8.6001536
Kepler-436,0.19,0.73,0.0,0.339,0,618.0,2,0.24,64.00205
Kepler-437,0.02,0.71,0.0,0.288,0,417.0,1,0.19,66.65062
Kepler-438,0.03,0.54,0.0,0.166,0,145.0,1,0.1,35.23319
Kepler-1494,0.0,0.96,0.0,0.0,0,1059.0,1,0.274,91.080482
Kepler-1495,0.0,1.03,0.0,0.0,0,1307.0,1,0.262,85.273256
Kepler-1496,0.0,1.18,0.0,0.0,0,1293.0,1,0.198,64.6588017
Kepler-1497,0.0,0.96,0.0,0.0,0,1122.0,1,0.148,8.74199772
Kepler-1498,0.0,0.86,0.0,0.0,0,740.0,1,0.119,48.051405
Kepler-1499,0.0,0.82,0.0,0.0,0,310.0,1,0.106,44.2008
Kepler-1500,0.0,1.0,0.0,0.0,0,904.0,1,0.107,15.0330105
Kepler-1501,0.0,1.2,0.0,0.0,0,888.0,1,0.139,14.5564533
Kepler-1502,0.0,1.44,0.0,0.0,0,1540.0,1,0.284,41.7083629
Kepler-1503,0.0,0.77,0.0,0.0,0,850.0,1,0.203,96.16987
Kepler-1504,0.0,0.85,0.0,0.0,0,1029.0,1,0.19,82.304003
Kepler-1505,0.0,0.93,0.0,0.0,0,359.0,1,0.083,30.8609366
Kepler-1506,0.0,0.95,0.0,0.0,0,1318.0,1,0.118,14.0329154
Kepler-1507,0.0,0.89,0.0,0.0,0,342.0,1,0.075,16.0506213
Kepler-1508,0.0,1.14,0.0,0.0,0,892.0,1,0.119,20.7056504
Kepler-1509,0.0,1.0,0.0,0.0,0,1277.0,1,0.165,25.4338197
Kepler-1510,0.0,1.19,0.0,0.0,0,1615.0,1,0.3,84.703921
Kepler-1511,0.0,1.17,0.0,0.0,0,897.0,1,0.15,23.2382792
OGLE-2014-BLG-1760L,0.0,0.51,0.56,1.75,0,6860.0,1,0.0,0.0
HD 9174,0.12,1.03,1.11,2.2,G8 IV,81.68,1,0.0,1179.0
HD 68402,0.03,1.12,3.07,2.18,G5 IV/V,78.61,1,0.0,1103.0
HD 72892,0.423,1.02,5.45,0.228,G5 V,69.87,1,0.0,39.475
HD 128356,0.57,0.65,0.89,0.87,K3 V,26.03,1,0.0,298.2
HD 147873,0.207,1.38,5.14,0.522,G1 V,109.38,2,0.0,116.596
HD 147873,0.23,1.38,2.3,1.36,G1 V,109.38,2,0.0,491.54
HD 165155,0.2,1.02,2.89,1.13,G8 V,63.47,1,0.0,434.5
HD 224538,0.464,1.34,5.97,2.28,F9 IV/V,79.24,1,0.0,1189.1
2MASS J22362452+4751425,0.0,0.6,12.5,230.0,K7 V,74.0,1,0.0,0.0
WASP-85 A,0.0,1.09,1.265,0.039,G5 V,142.46,1,1.24,2.6556777
WASP-113,0.0,1.32,0.475,0.05885,G1,360.0,1,1.409,4.54216875
WASP-114,0.012,1.29,1.769,0.02851,G0,460.0,1,1.339,1.5487743
KIC 7917485,0.15,1.63,11.8,0.0,A,1439.31,1,0.0,840.0
HD 87646,0.05,1.12,12.4,0.117,G,135.17,1,0.0,13.481
HAT-P-65,0.304,1.21,0.527,0.03951,G2,841.0,1,1.89,2.6054552
HAT-P-66,0.09,1.25,0.783,0.04363,G0,927.0,1,1.59,2.972086
Kepler-56,0.2,1.32,5.61,2.16,0,936.96,3,0.0,1002.0
Kepler-304,0.0,0.0,0.0,0.054,0,440.12,4,0.194,5.315946
Kepler-304,0.0,0.0,0.0,0.08,0,440.12,4,0.245,9.653471
Kepler-305,0.0,0.0,0.033,0.0,0,889.64,4,0.321,5.487
Kepler-305,0.0,0.0,0.019,0.0,0,889.64,4,0.294,8.291
Kepler-305,0.0,0.0,0.0,0.121,0,889.64,4,0.242,16.738661
Kepler-306,0.0,0.0,0.0,0.05,0,793.0,4,0.136,4.646186
Kepler-306,0.0,0.0,0.0,0.067,0,793.0,4,0.21,7.240193
Kepler-306,0.0,0.0,0.0,0.12,0,793.0,4,0.22,17.326644
Kepler-306,0.0,0.0,0.0,0.227,0,793.0,4,0.203,44.840975
Kepler-307,0.0,0.91,0.02341,0.0,0,585.27,2,0.217,10.4208
Kepler-307,0.0,0.91,0.01145,0.0,0,585.27,2,0.196,13.0729
Kepler-308,0.0,0.0,0.0,0.09,0,1384.3,2,0.189,9.694928
Kepler-308,0.0,0.0,0.0,0.123,0,1384.3,2,0.193,15.38231
Kepler-309,0.0,0.0,0.0,0.059,M0 V,553.2,2,0.139,5.923653
Kepler-309,0.0,0.0,0.0,0.401,M0 V,553.2,2,0.224,105.356383
Kepler-310,0.0,0.0,0.0,0.111,0,612.87,3,0.106,13.930698
Kepler-310,0.0,0.0,0.0,0.281,0,612.87,3,0.302,56.47542
Kepler-439,0.03,0.88,0.0,0.563,0,693.0,1,0.2,178.1396
Kepler-440,0.34,0.57,0.0,0.242,0,261.0,1,0.17,101.11141
Kepler-441,0.1,0.57,0.0,0.64,0,284.0,1,0.15,207.2482
Kepler-442,0.04,0.61,0.0,0.409,0,342.0,1,0.12,112.3053
Kepler-443,0.11,0.74,0.0,0.495,0,779.0,1,0.21,177.6693
Kepler-444,0.16,0.76,0.0,0.04178,K,36.48,5,0.036,3.6001053
Kepler-444,0.31,0.76,0.0,0.04881,K,36.48,5,0.044,4.5458841
Kepler-444,0.18,0.76,0.0,0.06,K,36.48,5,0.047,6.189392
Kepler-444,0.1,0.76,0.0,0.0696,K,36.48,5,0.049,7.743493
Kepler-444,0.29,0.76,0.0,0.0811,K,36.48,5,0.066,9.740486
Kepler-445,0.0,0.18,0.0,0.0,M4,90.0,3,0.14,2.984151
Kepler-445,0.0,0.18,0.0,0.0,M4,90.0,3,0.22,4.871229
Kepler-445,0.0,0.18,0.0,0.0,M4,90.0,3,0.11,8.15275
Kepler-446,0.0,0.22,0.0,0.0,M4,120.0,3,0.13,1.565409
Kepler-446,0.0,0.22,0.0,0.0,M4,120.0,3,0.1,3.036179
Kepler-446,0.0,0.22,0.0,0.0,M4,120.0,3,0.12,5.148921
Kepler-447,0.123,1.0,1.37,0.0769,G8 V,270.12,1,1.65,7.79430132
KOI-12,0.34,1.5,1.1,0.154,0,403.99,2,1.23,17.855182
Kepler-1512,0.0,0.73,0.0,0.0,0,162.0,1,0.105,20.35972599
Kepler-1513,0.0,0.99,0.0,0.0,0,384.0,1,0.755,160.88465087
Kepler-1514,0.401,1.2,5.28,0.753,0,389.3,2,1.108,217.83184
Kepler-1515,0.0,1.3,0.0,0.0,0,504.0,1,0.852,214.3114164
Kepler-1516,0.0,1.04,0.0,0.0,0,872.0,1,0.156,7.25931979
Kepler-1517,0.0,1.58,0.0,0.0,0,869.0,1,0.871,5.54608367
Kepler-1518,0.0,1.54,0.0,0.0,0,1140.0,1,0.272,5.11177904
Kepler-1519,0.0,0.94,0.0,0.0,0,858.0,1,0.63,240.7989397
KIC 5437945,0.0,1.07,0.0,0.0,0,1322.48,2,0.492,220.1303357
Kepler-1520,0.0,0.76,0.0,0.0,0,636.0,1,0.515,0.65355357
Kepler-1521,0.0,0.81,0.0,0.0,0,227.0,1,0.223,47.14840805
Kepler-1522,0.0,0.96,0.0,0.0,0,690.0,1,0.154,1.84788917
Kepler-1523,0.0,0.97,0.0,0.0,0,918.0,1,0.141,0.93875077
Kepler-1524,0.0,1.17,0.0,0.0,0,506.0,1,0.316,70.9674603
Kepler-1525,0.0,1.07,0.0,0.0,0,396.0,1,0.081,2.41660118
Kepler-1526,0.0,0.73,0.0,0.0,0,576.0,1,0.217,3.908632
Kepler-1527,0.0,1.21,0.0,0.0,0,1560.0,1,0.426,160.129918
Kepler-1528,0.0,1.03,0.0,0.0,0,916.0,1,0.13,1.79111021
Kepler-1529,0.0,0.81,0.0,0.0,0,683.0,1,0.187,5.33905686
HATS-8,0.376,1.06,0.138,0.04667,0,829.0,1,0.873,3.583893
51 Eri,0.45,1.75,0.0,12.0,F0 IV,29.4,1,0.0,11688.0
K2-21,0.1,0.68,0.0,0.076,M0.0,83.85,2,0.164,9.325038
K2-21,0.21,0.68,0.0,0.107,M0.0,83.85,2,0.222,15.50192
K2-30,0.0,0.9,0.579,0.04839,G6 V,336.26,1,1.039,4.098503
Kepler-751,0.0,0.87,0.0,0.0,0,748.0,1,0.219,17.44490636
Kepler-752,0.0,0.87,0.0,0.0,0,1075.0,1,0.251,18.82747265
Kepler-753,0.0,0.68,0.0,0.0,0,278.0,1,0.17,5.74772501
Kepler-754,0.0,1.06,0.0,0.0,0,1192.0,1,0.179,14.5596237
Kepler-755,0.0,0.82,0.0,0.0,0,368.0,2,0.157,1.26909037
Kepler-755,0.0,0.82,0.0,0.0,0,368.0,2,0.112,2.85313364
Kepler-756,0.0,0.82,0.0,0.0,0,852.0,1,0.1,1.22486632
Kepler-757,0.0,1.08,0.0,0.0,0,1016.0,1,0.121,1.02267882
Kepler-758,0.0,1.16,0.0,0.0,0,1353.0,4,0.221,12.1097104
Kepler-758,0.0,1.16,0.0,0.0,0,1353.0,4,0.151,4.75793986
Kepler-758,0.0,1.16,0.0,0.0,0,1353.0,4,0.189,20.4966197
Kepler-758,0.0,1.16,0.0,0.0,0,1353.0,4,0.136,8.1934719
Kepler-759,0.0,1.04,0.0,0.0,0,892.0,1,0.203,41.805985
Kepler-310,0.0,0.0,0.0,0.392,0,612.87,3,0.22,92.876125
Kepler-311,0.0,0.0,0.0,0.087,0,796.53,2,0.152,9.176092
Kepler-311,0.0,0.0,0.0,0.145,0,796.53,2,0.128,19.738286
Kepler-312,0.0,0.0,0.0,0.031,0,816.22,2,0.115,1.772419
Kepler-312,0.0,0.0,0.0,0.153,0,816.22,2,0.281,19.747412
Kepler-313,0.0,0.0,0.0,0.125,0,1079.4,2,0.226,14.970418
Kepler-313,0.0,0.0,0.0,0.208,0,1079.4,2,0.229,32.273273
Kepler-314,0.0,0.0,0.0,0.035,0,270.97,2,0.074,2.461069
Kepler-314,0.0,0.0,0.0,0.064,0,270.97,2,0.259,5.960392
Kepler-315,0.0,0.0,0.0,0.402,0,1199.5,2,0.336,96.101141
Kepler-315,0.0,0.0,0.0,0.791,0,1199.5,2,0.37,265.469335
Kepler-316,0.0,0.0,0.0,0.027,0,389.22,2,0.095,2.240508
Kepler-316,0.0,0.0,0.0,0.058,0,389.22,2,0.103,6.827766
Kepler-317,0.0,0.0,0.0,0.061,0,965.85,2,0.186,5.524242
Kepler-317,0.0,0.0,0.0,0.083,0,965.85,2,0.153,8.77501
Kepler-318,0.0,0.0,0.0,0.056,0,496.14,2,0.42,4.662715
Kepler-318,0.0,0.0,0.0,0.105,0,496.14,2,0.328,11.815007
Lupus-TR-3,0.0,0.87,0.81,0.0464,0,2000.0,1,0.89,3.91405
MOA-2007-BLG-192L,0.0,0.06,0.01,0.62,0,1000.0,1,0.0,0.0
MOA-2007-BLG-400L,0.0,0.3,0.83,0.72,0,5800.0,1,0.0,0.0
MOA-2008-BLG-310L,0.0,0.21,0.07362,1.61,0,7700.0,1,0.0,0.0
MOA-2008-BLG-379L,0.0,0.56,4.1,2.7,K,3300.0,1,0.0,0.0
MOA-2009-BLG-266L,0.0,0.56,0.033,3.2,0,3040.0,1,0.0,2774.0
MOA-2009-BLG-319L,0.0,0.52,0.21175,2.03,0,7050.0,1,0.0,0.0
MOA-2009-BLG-387L,0.0,0.19,2.6,1.8,0,5690.0,1,0.0,1982.0
MOA-2010-BLG-477L,0.0,0.67,1.5,2.0,0,2300.0,1,0.0,0.0
MOA-2010-BLG-073L,0.0,0.16,11.0,1.21,0,2800.0,1,0.0,0.0
MOA-2011-BLG-293L,0.0,0.86,4.8,1.1,0,7720.0,1,0.0,0.0
MOA-2011-BLG-322L,0.0,0.39,11.6,4.3,0,7560.0,1,0.0,0.0
